book,lang,source_order,page_n,facs,line_id,source_div_n,source_xml_id,printed_primary,printed_alternate,heading_label,source_heading_text,generated_n,generated_label,generated_source_label,visible_chapter_title,paired_generated_n,issue_codes,image_url,canonical_n,display_label,source_label_policy,decision_note
4,grc,695,624,page_images/page-0658.png,,145,spr-ch-4.148,ρμε,,,Κεφ. ρμε΄.,4.145,Περὶ Δάφνης ἀλεξανδρείας,Κεφ. ρμε΄. (ρμζ΄.) [Περὶ Δάφνης ἀλεξανδρείας.],Κεφ. ρμε΄.,4.145,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0658.jp2/full/1200,/0/default.jpg",,,,
4,la,1610,624,page_images/page-0658.png,spr-lb-4-0658-12,,,CXLV,CXLVII,De Lauro alexandrina.,Cap. CXLV. (CXLVII.) [De Lauro alexandrina.],4.145,De Lauro alexandrina,Cap. CXLV. (CXLVII.) [De Lauro alexandrina.],,4.145,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0658.jp2/full/1200,/0/default.jpg",,,,
4,grc,696,625,page_images/page-0659.png,,146,spr-ch-4.149,ρμϛ,,,Κεφ. ρμϛ΄.,4.146,Περὶ Δαφνοειδοῦς,Κεφ. ρμϛ΄. (ρμη΄.) [Περὶ Δαφνοειδοῦς.],Κεφ. ρμϛ΄.,4.146,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0659.jp2/full/1200,/0/default.jpg",,,,
4,la,1611,625,page_images/page-0659.png,,,,CXLVI,CXLVIII,De Daphnoide.,Cap. CXLVI. (CXLVIII.) [De Daphnoide.] Da-,4.146,De Daphnoide,Cap. CXLVI. (CXLVIII.) [De Daphnoide.],,4.146,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0659.jp2/full/1200,/0/default.jpg",,,,
4,grc,697,626,page_images/page-0660.png,,147,spr-ch-4.150,ρμζ,,,Κεφ. ρμζ΄.,4.147,Περὶ Χαμαιδάφνης,Κεφ. ρμζ΄. (ρμθ΄.) [Περὶ Χαμαιδάφνης.],Κεφ. ρμζ΄.,4.147,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0660.jp2/full/1200,/0/default.jpg",,,,
4,la,1612,626,page_images/page-0660.png,,,,CXLVII,CXLIX,De Chamaedaphne.,Cap. CXLVII. (CXLIX.) [De Chamaedaphne.],4.147,De Chamaedaphne,Cap. CXLVII. (CXLIX.) [De Chamaedaphne.],,4.147,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0660.jp2/full/1200,/0/default.jpg",,,,
4,grc,698,627,page_images/page-0661.png,spr-lb-4-0661-01,148,spr-ch-4.151,ρμη,,,Κεφ. ρμη΄.,4.148,Περὶ Ἐλλεβόρου λευκοῦ,Κεφ. ρμη΄. (ρν΄.) [Περὶ Ἐλλεβόρου λευκοῦ.],Κεφ. ρμη΄.,4.148,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0661.jp2/full/1200,/0/default.jpg",,,,
4,la,1613,627,page_images/page-0661.png,,,,CXLVIII,CL,De Elleboro albo.,Cap. CXLVIII. (CL.) [De Elleboro albo.] Ellebo-,4.148,De Elleboro albo,Cap. CXLVIII. (CL.) [De Elleboro albo.],,4.148,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0661.jp2/full/1200,/0/default.jpg",,,,
4,grc,699,630,page_images/page-0664.png,spr-lb-4-0664-01,149,spr-ch-4.152,ρμθ,,,Κεφ. ρμθ΄.,4.149,Περὶ Ἐλλεβόρου μέλανος,Κεφ. ρμθ΄. (ρνα΄.) [Περὶ Ἐλλεβόρου μέλανος.],Κεφ. ρμθ΄.,4.149,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0664.jp2/full/1200,/0/default.jpg",,,,
4,la,1614,630,page_images/page-0664.png,,,,CXLIX,CLI,De Elleboro nigro.,Cap. CXLIX. (CLI.) [De Elleboro nigro.] Ellebo-,4.149,De Elleboro nigro,Cap. CXLIX. (CLI.) [De Elleboro nigro.],,4.149,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0664.jp2/full/1200,/0/default.jpg",,,,
4,grc,700,633,page_images/page-0667.png,,150,spr-ch-4.153,ρν,,,Κεφ. ρν΄.,4.150,Περὶ Σησαμοειδοῦς τοῦ μεγάλου,Κεφ. ρν΄. (ρνβ΄.) [Περὶ Σησαμοειδοῦς τοῦ μεγάλου.],Κεφ. ρν΄.,4.150,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0667.jp2/full/1200,/0/default.jpg",,,,
4,grc,701,633,page_images/page-0667.png,,151,spr-ch-4.154,ρνα,,,Κεφ. ρνα΄.,4.151,Περὶ Σησαμοειδοῦς τοῦ μικροῦ,Κεφ. ρνα΄. (ρνγ΄.) [Περὶ Σησαμοειδοῦς τοῦ μικροῦ.],Κεφ. ρνα΄.,4.151,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0667.jp2/full/1200,/0/default.jpg",,,,
4,la,1615,633,page_images/page-0667.png,,,,CL,CLII,De Sesamoide magna.,Cap. CL. (CLII.) [De Sesamoide magna.] Sesa-,4.150,De Sesamoide magna,Cap. CL. (CLII.) [De Sesamoide magna.],,4.150,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0667.jp2/full/1200,/0/default.jpg",,,,
4,la,1616,633,page_images/page-0667.png,spr-lb-4-0667-13,,,CLI,CLIII,De Sesamoide parvo.,Cap. CLI. (CLIII.) [De Sesamoide parvo.] Sesa-,4.151,De Sesamoide parvo,Cap. CLI. (CLIII.) [De Sesamoide parvo.],,4.151,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0667.jp2/full/1200,/0/default.jpg",,,,
4,grc,702,634,page_images/page-0668.png,,152,spr-ch-4.155,ρνβ,,,Κεφ. ρνβ΄.,4.152,Περὶ Σίκυος ἀγρίου,Κεφ. ρνβ΄. (ρνδ΄.) [Περὶ Σίκυος ἀγρίου.],Κεφ. ρνβ΄.,4.152,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0668.jp2/full/1200,/0/default.jpg",,,,
4,la,1617,634,page_images/page-0668.png,,,,CLII,CLIV,De Cucumere sylvestri.,Cap. CLII. (CLIV.) [De Cucumere sylvestri.] Cu-,4.152,De Cucumere sylvestri,Cap. CLII. (CLIV.) [De Cucumere sylvestri.],,4.152,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0668.jp2/full/1200,/0/default.jpg",,,,
4,grc,703,636,page_images/page-0670.png,,155,spr-ch-4.156,ρνε,,,Κεφ. ρνε΄.,4.155,Περὶ Ἐλατηρίου,Κεφ. ρνε΄. [Περὶ Ἐλατηρίου],Κεφ. ρνε΄.,4.155,DUPLICATE_GENERATED_N;PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0670.jp2/full/1200,/0/default.jpg",,,,
4,la,1618,636,page_images/page-0670.png,,,,CLV,,Cap. CLV. De Elaterio.,"[Cap. CLV. De Elaterio.] Quod elaterium dicitur,",4.155,De Elaterio,[Cap. CLV. De Elaterio.],,4.155,DUPLICATE_GENERATED_N,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0670.jp2/full/1200,/0/default.jpg",,,,
4,grc,704,639,page_images/page-0673.png,,153,spr-ch-4.157,ρνγ,,,Κεφ. ρνγ΄.,4.153,Περὶ Σταφίδος ἀγρίας,Κεφ. ρνγ΄. (ρνς΄.) [Περὶ Σταφίδος ἀγρίας.],Κεφ. ρνγ΄.,4.153,BACKWARD_JUMP;PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0673.jp2/full/1200,/0/default.jpg",,,,
4,la,1619,639,page_images/page-0673.png,spr-lb-4-0673-16,,,CLIII,CLVI,De Staphide agria.,Cap. CLIII. (CLVI.) [De Staphide agria.] Staphis,4.153,De Staphide agria,Cap. CLIII. (CLVI.) [De Staphide agria.],,4.153,BACKWARD_JUMP;PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0673.jp2/full/1200,/0/default.jpg",,,,
4,grc,705,641,page_images/page-0675.png,,154,spr-ch-4.158,ρνδ,,,Κεφ. ρνδ΄.,4.154,Περὶ Θαψίας,Κεφ. ρνδ΄. (ρνζ΄.) [Περὶ Θαψίας.],Κεφ. ρνδ΄.,4.154,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0675.jp2/full/1200,/0/default.jpg",,,,
4,la,1620,641,page_images/page-0675.png,,,,CLIV,CLVII,De Thapsia.,Cap. CLIV. (CLVII.) [De Thapsia.] Thapsia [alii,4.154,De Thapsia,Cap. CLIV. (CLVII.) [De Thapsia.],,4.154,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0675.jp2/full/1200,/0/default.jpg",,,,
4,grc,706,644,page_images/page-0678.png,,155,spr-ch-4.159,ρνε,,,Κεφ. ρνε΄.,4.155,Περὶ Σπαρτίου,Κεφ. ρνε΄. (ρνη΄.) [Περὶ Σπαρτίου.],Κεφ. ρνε΄.,4.155,DUPLICATE_GENERATED_N;PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0678.jp2/full/1200,/0/default.jpg",,,,
4,la,1621,644,page_images/page-0678.png,,,,CLV,CLVIII,De Spartio.,Cap. CLV. (CLVIII.) [De Spartio.] Spartium [quod,4.155,De Spartio,Cap. CLV. (CLVIII.) [De Spartio.],,4.155,DUPLICATE_GENERATED_N;PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0678.jp2/full/1200,/0/default.jpg",,,,
4,grc,707,645,page_images/page-0679.png,,156,spr-ch-4.160,ρνϛ,,,Κεφ. ρνϛ΄.,4.156,Περὶ Σιλύβου,Κεφ. ρνϛ΄. (ρνθ΄.) [Περὶ Σιλύβου.],Κεφ. ρνϛ΄.,4.156,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0679.jp2/full/1200,/0/default.jpg",,,,
4,grc,708,645,page_images/page-0679.png,,157,spr-ch-4.161,ρνζ,,,Κεφ. ρνζ΄.,4.157,Περὶ Βαλάνου μυρεψικῆς,Κεφ. ρνζ΄. (ρξ΄.) [Περὶ Βαλάνου μυρεψικῆς.],Κεφ. ρνζ΄.,4.157,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0679.jp2/full/1200,/0/default.jpg",,,,
4,la,1622,645,page_images/page-0679.png,,,,CLVI,CLIX,De Silybo.,Cap. CLVI. (CLIX.) [De Silybo.] Silybum est e,4.156,De Silybo,Cap. CLVI. (CLIX.) [De Silybo.],,4.156,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0679.jp2/full/1200,/0/default.jpg",,,,
4,la,1623,645,page_images/page-0679.png,,,,CLVII,CLX,De Glande unguentaria.,Cap. CLVII. (CLX.) [De Glande unguentaria.],4.157,De Glande unguentaria,Cap. CLVII. (CLX.) [De Glande unguentaria.],,4.157,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0679.jp2/full/1200,/0/default.jpg",,,,
4,grc,709,646,page_images/page-0680.png,,158,spr-ch-4.162,ρνη,,,Κεφ. ρνη΄.,4.158,Περὶ Ναρκίσσου,Κεφ. ρνη΄. (ρξα΄.) [Περὶ Ναρκίσσου.],Κεφ. ρνη΄.,4.158,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0680.jp2/full/1200,/0/default.jpg",,,,
4,la,1624,646,page_images/page-0680.png,spr-lb-4-0680-12,,,CLVIII,CLXI,De Narcisso.,Cap. CLVIII. (CLXI.) [De Narcisso.] Narcissus,4.158,De Narcisso,Cap. CLVIII. (CLXI.) [De Narcisso.],,4.158,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0680.jp2/full/1200,/0/default.jpg",,,,
4,grc,710,647,page_images/page-0681.png,,159,spr-ch-4.163,ρνθ,,,Κεφ. ρνθ΄.,4.159,Περὶ Ἱπποφαοῦς,Κεφ. ρνθ΄. (ρξβ΄.) [Περὶ Ἱπποφαοῦς.],Κεφ. ρνθ΄.,4.159,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0681.jp2/full/1200,/0/default.jpg",,,,
4,la,1625,647,page_images/page-0681.png,spr-lb-4-0681-16,,,CLIX,CLXII,De Hippophaë.,Cap. CLIX. (CLXII.) [De Hippophaë.] Hippo-,4.159,De Hippophaë,Cap. CLIX. (CLXII.) [De Hippophaë.],,4.159,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0681.jp2/full/1200,/0/default.jpg",,,,
4,grc,711,649,page_images/page-0683.png,,160,spr-ch-4.164,ρξ,,,Κεφ. ρξ΄.,4.160,Περὶ Ἱπποφαίστου,Κεφ. ρξ΄. (ρξγ΄.) [Περὶ Ἱπποφαίστου.],Κεφ. ρξ΄.,4.160,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0683.jp2/full/1200,/0/default.jpg",,,,
4,grc,712,649,page_images/page-0683.png,,161,spr-ch-4.165,ρξα,,,Κεφ. ρξα΄.,4.161,Περὶ Κίκεως,Κεφ. ρξα΄. (ρξδ΄.) [Περὶ Κίκεως.],Κεφ. ρξα΄.,4.161,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0683.jp2/full/1200,/0/default.jpg",,,,
4,la,1626,649,page_images/page-0683.png,,,,CLX,CLXIII,De Hippophaesto.,Cap. CLX. (CLXIII.) [De Hippophaesto.] Hippo-,4.160,De Hippophaesto,Cap. CLX. (CLXIII.) [De Hippophaesto.],,4.160,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0683.jp2/full/1200,/0/default.jpg",,,,
4,la,1627,649,page_images/page-0683.png,spr-lb-4-0683-14,,,CLXI,CLXIV,De Ricino.,Cap. CLXI. (CLXIV.) [De Ricino.] Kiki aut,4.161,De Ricino,Cap. CLXI. (CLXIV.) [De Ricino.],,4.161,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0683.jp2/full/1200,/0/default.jpg",,,,
4,grc,713,651,page_images/page-0685.png,spr-lb-4-0685-01,162,spr-ch-4.166,ρξβ,,,Κεφ. ρξβ΄.,4.162,Περὶ Τιθυμάλων,Κεφ. ρξβ΄. (ρξε΄.) [Περὶ Τιθυμάλων.],Κεφ. ρξβ΄.,4.162,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0685.jp2/full/1200,/0/default.jpg",,,,
4,la,1628,651,page_images/page-0685.png,,,,CLXII,CLXV,De Tithymalis.,Cap. CLXII. (CLXV.) [De Tithymalis.] Tithyma-,4.162,De Tithymalis,Cap. CLXII. (CLXV.) [De Tithymalis.],,4.162,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0685.jp2/full/1200,/0/default.jpg",,,,
4,grc,714,656,page_images/page-0690.png,,167,spr-ch-4.167,ρξγ,,,Κεφ. ρξγ΄.,4.163,Περὶ Πιτυούσης,Κεφ. ρξγ΄. (ρξε΄.) [Περὶ Πιτυούσης.],Κεφ. ρξγ΄.,4.163,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0690.jp2/full/1200,/0/default.jpg",,,,
4,la,1629,656,page_images/page-0690.png,,,,CLXIII,CLXVI,De Pityusa.,"Cap. CLXIII. (CLXVI.) [De Pityusa.] Pityusa,",4.163,De Pityusa,Cap. CLXIII. (CLXVI.) [De Pityusa.],,4.163,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0690.jp2/full/1200,/0/default.jpg",,,,
4,grc,715,657,page_images/page-0691.png,,168,spr-ch-4.168,ρξδ,,,Κεφ. ρξδ΄.,4.164,Περὶ Λαθυρίδος,Κεφ. ρξδ΄. (ρξς΄.) [Περὶ Λαθυρίδος.],Κεφ. ρξδ΄.,4.164,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0691.jp2/full/1200,/0/default.jpg",,,,
4,la,1630,657,page_images/page-0691.png,spr-lb-4-0691-09,,,CLXIV,CLXVII,De Lathyride.,Cap. CLXIV. (CLXVII.) [De Lathyride.] Lathy-,4.164,De Lathyride,Cap. CLXIV. (CLXVII.) [De Lathyride.],,4.164,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0691.jp2/full/1200,/0/default.jpg",,,,
4,grc,716,658,page_images/page-0692.png,,169,spr-ch-4.169,ρξε,,,Κεφ. ρξε΄.,4.165,Περὶ Πέπλου,Κεφ. ρξε΄. (ρξη΄.) [Περὶ Πέπλου.],Κεφ. ρξε΄.,4.165,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0692.jp2/full/1200,/0/default.jpg",,,,
4,la,1631,658,page_images/page-0692.png,spr-lb-4-0692-12,,,CLXV,CLXVIII,De Peplo.,"Cap. CLXV. (CLXVIII.) [De Peplo.] Peplus, alii",4.165,De Peplo,Cap. CLXV. (CLXVIII.) [De Peplo.],,4.165,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0692.jp2/full/1200,/0/default.jpg",,,,
4,grc,717,659,page_images/page-0693.png,,170,spr-ch-4.170,ρξϛ,,,Κεφ. ρξϛ΄.,4.166,Περὶ Πεπλίδος,Κεφ. ρξϛ΄. (ρξθ΄.) [Περὶ Πεπλίδος.],Κεφ. ρξϛ΄.,4.166,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0693.jp2/full/1200,/0/default.jpg",,,,
4,la,1632,659,page_images/page-0693.png,spr-lb-4-0693-08,,,CLXVI,CLXIX,De Peplide.,"Cap. CLXVI. (CLXIX.) [De Peplide.] Peplis, quam",4.166,De Peplide,Cap. CLXVI. (CLXIX.) [De Peplide.],,4.166,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0693.jp2/full/1200,/0/default.jpg",,,,
4,grc,718,660,page_images/page-0694.png,,171,spr-ch-4.171,ρξζ,,,Κεφ. ρξζ΄.,4.167,Περὶ Χαμαισυκῆς,Κεφ. ρξζ΄. (ρο΄.) [Περὶ Χαμαισυκῆς.],Κεφ. ρξζ΄.,4.167,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0694.jp2/full/1200,/0/default.jpg",,,,
4,grc,719,660,page_images/page-0694.png,,172,spr-ch-4.172,ρξη,,,Κεφ. ρξη΄.,4.168,Περὶ Σκαμμωνίας,Κεφ. ρξη΄. (ροα΄.) [Περὶ Σκαμμωνίας.],Κεφ. ρξη΄.,4.168,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0694.jp2/full/1200,/0/default.jpg",,,,
4,la,1633,660,page_images/page-0694.png,,,,CLXVII,CLXX,De Chamaesyce.,Cap. CLXVII. (CLXX.) [De Chamaesyce.] Cha-,4.167,De Chamaesyce,Cap. CLXVII. (CLXX.) [De Chamaesyce.],,4.167,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0694.jp2/full/1200,/0/default.jpg",,,,
4,la,1634,660,page_images/page-0694.png,spr-lb-4-0694-17,,,CLXVIII,CLXXI,De Scammonia.,Cap. CLXVIII. (CLXXI.) [De Scammonia.] Scam-,4.168,De Scammonia,Cap. CLXVIII. (CLXXI.) [De Scammonia.],,4.168,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0694.jp2/full/1200,/0/default.jpg",,,,
4,grc,720,663,page_images/page-0697.png,,173,spr-ch-4.173,οξθ,,,Κεφ. οξθ΄.,4.139,Περὶ Χαμελαίας,Κεφ. οξθ΄. (ροβ΄.) [Περὶ Χαμελαίας.],Κεφ. οξθ΄.,4.139,BACKWARD_JUMP;DUPLICATE_GENERATED_N;PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0697.jp2/full/1200,/0/default.jpg",,,,
4,la,1635,663,page_images/page-0697.png,spr-lb-4-0697-10,,,CLXIX,CLXXII,De Chamelaea.,Cap. CLXIX. (CLXXII.) [De Chamelaea.] Cha-,4.169,De Chamelaea,Cap. CLXIX. (CLXXII.) [De Chamelaea.],,,PAIR_MISSING_GRC;PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0697.jp2/full/1200,/0/default.jpg",,,,
4,grc,721,664,page_images/page-0698.png,,100,spr-ch-4.174,ρ,,,Κεφ. ρ΄.,4.100,Περὶ Θυμελαίας,Κεφ. ρ΄. (ρογ΄.) [Περὶ Θυμελαίας],Κεφ. ρ΄.,4.100,BACKWARD_JUMP;DUPLICATE_GENERATED_N;PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0698.jp2/full/1200,/0/default.jpg",,,,
