page,image_path,separator_bbox,line_index,line_bbox,line_text,emitted_as_body,suggested_previous_page,suggested_previous_note_xml_id,suggested_previous_n,previous_note_tail,candidate_strength,reason
592,ocr/beck2020_fresh/images/beck-0592.png,295 1389 1384 1395,26,175 1568 911 1610,Aspidium lonchitis L. (A. p. 147)],true,,,,,weak,below footnote rule without a printed note label
593,ocr/beck2020_fresh/images/beck-0593.png,156 1386 1418 1396,23,167 1408 1305 1448,"μυὸς ὦτα Madwort IL, 183",true,,,,,weak,below footnote rule without a printed note label
593,ocr/beck2020_fresh/images/beck-0593.png,156 1386 1418 1396,24,168 1462 1434 1503,μυὸς ὠτίς Madwort IL 183 |,true,,,,,weak,below footnote rule without a printed note label
593,ocr/beck2020_fresh/images/beck-0593.png,156 1386 1418 1396,25,167 1516 1307 1560,"ἀσφόδελος ___|Asphodel IL, 169",true,,,,,weak,below footnote rule without a printed note label
593,ocr/beck2020_fresh/images/beck-0593.png,156 1386 1418 1396,26,167 1570 1318 1611,"λογχῖτις ἑτέρα ____|Holy fern IN, 145",true,,,,,weak,below footnote rule without a printed note label
594,ocr/beck2020_fresh/images/beck-0594.png,220 1339 1458 1341,22,177 1357 456 1394,Boswellia sp. (LSJ),true,,,,,weak,below footnote rule without a printed note label
594,ocr/beck2020_fresh/images/beck-0594.png,220 1339 1458 1341,23,178 1412 630 1445,Brassica oleracea L. (A. p. 7T),true,,,,,weak,below footnote rule without a printed note label
594,ocr/beck2020_fresh/images/beck-0594.png,220 1339 1458 1341,24,174 1466 583 1502,|Brassica napus L. (A. p. 41),true,,,,,weak,below footnote rule without a printed note label
594,ocr/beck2020_fresh/images/beck-0594.png,220 1339 1458 1341,25,177 1520 1047 1559,"Brassica oleracea, ~ var. silvestris, ~ B. cretica (A. p. 38) ~",true,,,,,weak,below footnote rule without a printed note label
595,ocr/beck2020_fresh/images/beck-0595.png,157 1340 1440 1344,22,167 1358 1280 1399,"λίβανος Frankincense Ἵ, 68",true,,,,,weak,below footnote rule without a printed note label
595,ocr/beck2020_fresh/images/beck-0595.png,157 1340 1440 1344,23,167 1416 1310 1450,"κρὰμβη ἥμερος Cabbage, Cultivated I, 120",true,,,,,weak,below footnote rule without a printed note label
595,ocr/beck2020_fresh/images/beck-0595.png,157 1340 1440 1344,24,169 1467 1307 1507,Bovviág French tumip 7 IL 111,true,,,,,weak,below footnote rule without a printed note label
596,ocr/beck2020_fresh/images/beck-0596.png,161 1336 1437 1345,22,171 1355 459 1388,Capparis spinosa L.,true,,,,,weak,below footnote rule without a printed note label
596,ocr/beck2020_fresh/images/beck-0596.png,161 1336 1437 1345,23,171 1410 459 1443,Capparis spinosa .L.,true,,,,,weak,below footnote rule without a printed note label
596,ocr/beck2020_fresh/images/beck-0596.png,161 1336 1437 1345,24,171 1464 479 1503,Capparis spinosa L.,true,,,,,weak,below footnote rule without a printed note label
596,ocr/beck2020_fresh/images/beck-0596.png,161 1336 1437 1345,25,166 1518 459 1555,|Capparis spinosa L.,true,,,,,weak,below footnote rule without a printed note label
597,ocr/beck2020_fresh/images/beck-0597.png,204 1389 1095 1395,23,172 1409 1314 1450,"ἰωνίτης Caper II, 173",true,,,,,weak,below footnote rule without a printed note label
597,ocr/beck2020_fresh/images/beck-0597.png,204 1389 1095 1395,24,171 1462 1315 1503,"καπρία — Caper IL, 173",true,,,,,weak,below footnote rule without a printed note label
597,ocr/beck2020_fresh/images/beck-0597.png,204 1389 1095 1395,25,173 1517 1315 1555,μῆλον κόρακος Caper |. ]I5 173,true,,,,,weak,below footnote rule without a printed note label
597,ocr/beck2020_fresh/images/beck-0597.png,204 1389 1095 1395,26,172 1571 1439 1616,"ὁλόφυτον Caper |, 173 -",true,,,,,weak,below footnote rule without a printed note label
598,ocr/beck2020_fresh/images/beck-0598.png,280 1335 1464 1338,22,170 1353 653 1386,Caucalis grandiflora L. (A. p. 87),true,,,,,weak,below footnote rule without a printed note label
598,ocr/beck2020_fresh/images/beck-0598.png,280 1335 1464 1338,23,170 1407 681 1441,Caucalis grandiflora L. ~ (A. p. 53),true,,,,,weak,below footnote rule without a printed note label
598,ocr/beck2020_fresh/images/beck-0598.png,280 1335 1464 1338,24,170 1461 588 1494,Celtis australis L. (A. p. 147),true,,,,,weak,below footnote rule without a printed note label
598,ocr/beck2020_fresh/images/beck-0598.png,280 1335 1464 1338,25,165 1516 692 1552,|Centaurea centaurium L. (A. p. 109),true,,,,,weak,below footnote rule without a printed note label
599,ocr/beck2020_fresh/images/beck-0599.png,167 1384 1451 1393,23,177 1405 1321 1448,"KavKahic Caucalis Il, 139",true,,,,,weak,below footnote rule without a printed note label
599,ocr/beck2020_fresh/images/beck-0599.png,167 1384 1451 1393,24,177 1460 1310 1498,"λωτὸς τὸ δένδρον Nettle tree I, 117",true,,,,,weak,below footnote rule without a printed note label
599,ocr/beck2020_fresh/images/beck-0599.png,167 1384 1451 1393,25,175 1514 1298 1561,"γεντιανή Centaury Ill, 6",true,,,,,weak,below footnote rule without a printed note label
599,ocr/beck2020_fresh/images/beck-0599.png,167 1384 1451 1393,26,175 1568 1298 1615,"νάρκη Centaury II, 6",true,,,,,weak,below footnote rule without a printed note label
600,ocr/beck2020_fresh/images/beck-0600.png,196 1340 1393 1342,22,174 1358 1240 1397,"Cinnamomum zeylanicum Blume, Pogostemon patchouli ~ Pell. (A. p. 152)",true,,,,,weak,below footnote rule without a printed note label
600,ocr/beck2020_fresh/images/beck-0600.png,196 1340 1393 1342,23,174 1413 727 1448,Cinnamomum cassia Blume (A. p. 52),true,,,,,weak,below footnote rule without a printed note label
600,ocr/beck2020_fresh/images/beck-0600.png,196 1340 1393 1342,24,169 1468 607 1504,|Cinnamomum cassia sp. (LSJ),true,,,,,weak,below footnote rule without a printed note label
600,ocr/beck2020_fresh/images/beck-0600.png,196 1340 1393 1342,25,175 1522 587 1560,Cinnamomum sp. (A. p. 278),true,,,,,weak,below footnote rule without a printed note label
601,ocr/beck2020_fresh/images/beck-0601.png,175 1339 1456 1343,22,185 1356 1297 1403,"μαλάβαθρον] Malabar — —. I, 12",true,,,,,weak,below footnote rule without a printed note label
601,ocr/beck2020_fresh/images/beck-0601.png,175 1339 1456 1343,23,185 1413 1295 1452,"κασσία Cassia I, 13",true,,,,,weak,below footnote rule without a printed note label
601,ocr/beck2020_fresh/images/beck-0601.png,175 1339 1456 1343,24,186 1466 1332 1510,"βάτος Μοσυλῖτις |Mosilian bramble ΝΙΝ 1.13,2",true,,,,,weak,below footnote rule without a printed note label
601,ocr/beck2020_fresh/images/beck-0601.png,175 1339 1456 1343,25,185 1520 1297 1566,ξυλοκινάμωμον. Xylocinamomon L 14,true,,,,,weak,below footnote rule without a printed note label
602,ocr/beck2020_fresh/images/beck-0602.png,188 1340 1211 1344,22,180 1359 599 1392,Colocasia antiquorum Schott,true,,,,,weak,below footnote rule without a printed note label
602,ocr/beck2020_fresh/images/beck-0602.png,188 1340 1211 1344,23,180 1413 744 1448,Colocasia antiquorum Schott (A. p. 26),true,,,,,weak,below footnote rule without a printed note label
602,ocr/beck2020_fresh/images/beck-0602.png,188 1340 1211 1344,24,180 1469 1072 1506,"Commiphora kataf Forsk., -Styrax benzoin Dryand. (A. p. 47)-",true,,,,,weak,below footnote rule without a printed note label
602,ocr/beck2020_fresh/images/beck-0602.png,188 1340 1211 1344,25,181 1522 695 1556,Commiphora mukul Engl. (A. p. 34),true,,,,,weak,below footnote rule without a printed note label
603,ocr/beck2020_fresh/images/beck-0603.png,161 1388 1432 1397,23,171 1408 1313 1451,ἄρον Cuckoopint IL 167,true,,,,,weak,below footnote rule without a printed note label
603,ocr/beck2020_fresh/images/beck-0603.png,161 1388 1432 1397,24,170 1465 1285 1503,"κάγκαμον Bisabol I, 24",true,,,,,weak,below footnote rule without a printed note label
603,ocr/beck2020_fresh/images/beck-0603.png,161 1388 1432 1397,25,173 1518 1286 1564,"βδέλλιον Bdellium I, 67",true,,,,,weak,below footnote rule without a printed note label
603,ocr/beck2020_fresh/images/beck-0603.png,161 1388 1432 1397,26,173 1572 1286 1615,βλόχον Bdellium L 67,true,,,,,weak,below footnote rule without a printed note label
604,ocr/beck2020_fresh/images/beck-0604.png,171 1341 1442 1343,22,181 1360 598 1393,Cucumis sativus L. (A. p. 80),true,,,,,weak,below footnote rule without a printed note label
604,ocr/beck2020_fresh/images/beck-0604.png,171 1341 1442 1343,23,181 1414 642 1447,Cuminum cyminum L. (A. p. 81),true,,,,,weak,below footnote rule without a printed note label
604,ocr/beck2020_fresh/images/beck-0604.png,171 1341 1442 1343,24,183 1469 656 1507,Cupressus sempervirens L. (LSJ),true,,,,,weak,below footnote rule without a printed note label
604,ocr/beck2020_fresh/images/beck-0604.png,171 1341 1442 1343,25,183 1523 590 1560,Curcuma longa L. (A. p. 85),true,,,,,weak,below footnote rule without a printed note label
605,ocr/beck2020_fresh/images/beck-0605.png,305 1340 1576 1343,22,302 1357 1443 1399,"oikuc ἥμερος Cucumber II, 135",true,,,,,weak,below footnote rule without a printed note label
606,ocr/beck2020_fresh/images/beck-0606.png,154 1336 1422 1340,22,163 1354 590 1388,Daphne laureola L. (A. p. 87),true,,,,,weak,below footnote rule without a printed note label
606,ocr/beck2020_fresh/images/beck-0606.png,154 1336 1422 1340,23,165 1409 591 1442,Daphne laureola L. (A. p. 99),true,,,,,weak,below footnote rule without a printed note label
606,ocr/beck2020_fresh/images/beck-0606.png,154 1336 1422 1340,24,165 1463 514 1496,Daphne oleides L. (LSJ),true,,,,,weak,below footnote rule without a printed note label
606,ocr/beck2020_fresh/images/beck-0606.png,154 1336 1422 1340,25,163 1517 876 1552,Daphne oleide s L. and D. oleafolia L. (A. p. 212),true,,,,,weak,below footnote rule without a printed note label
607,ocr/beck2020_fresh/images/beck-0607.png,237 1337 1447 1340,22,174 1355 1329 1396,"δαφνοειδές Spurge laurel ἪΝ, 146",true,,,,,weak,below footnote rule without a printed note label
607,ocr/beck2020_fresh/images/beck-0607.png,237 1337 1447 1340,23,174 1410 1330 1452,"εὐπέταλον Spurge laurel IV, 146",true,,,,,weak,below footnote rule without a printed note label
607,ocr/beck2020_fresh/images/beck-0607.png,237 1337 1447 1340,24,175 1466 1327 1504,"ἄκνηστνἩ Spurge olive IV, 171",true,,,,,weak,below footnote rule without a printed note label
607,ocr/beck2020_fresh/images/beck-0607.png,237 1337 1447 1340,25,174 1520 1327 1555,"πυρὸς ἄχνη Spurge olive IV, 171",true,,,,,weak,below footnote rule without a printed note label
608,ocr/beck2020_fresh/images/beck-0608.png,219 1336 1341 1344,22,165 1354 870 1396,"Echium plantagineum L., E. rubrum L. (A. p. 92)",true,,,,,weak,below footnote rule without a printed note label
608,ocr/beck2020_fresh/images/beck-0608.png,219 1336 1341 1344,23,167 1409 1623 1447,Elettaria cardamomum White and Maton and other spp. (A. p. 49),true,,,,,weak,below footnote rule without a printed note label
608,ocr/beck2020_fresh/images/beck-0608.png,219 1336 1341 1344,24,161 1452 678 1505,Ephedra distachya L..,true,,,,,weak,below footnote rule without a printed note label
608,ocr/beck2020_fresh/images/beck-0608.png,219 1336 1341 1344,25,162 1517 707 1563,Ephedra distachya 1.. (A. p. 232) .—,true,,,,,weak,below footnote rule without a printed note label
609,ocr/beck2020_fresh/images/beck-0609.png,160 1386 1444 1398,23,169 1408 1266 1453,καρδάμωμον Cardamom L6,true,,,,,weak,below footnote rule without a printed note label
609,ocr/beck2020_fresh/images/beck-0609.png,160 1386 1444 1398,24,169 1462 1306 1507,"τάργανον; Tragos IV, 51",true,,,,,weak,below footnote rule without a printed note label
609,ocr/beck2020_fresh/images/beck-0609.png,160 1386 1444 1398,25,166 1517 1306 1562,"σκορπίον Tragos u IV, 51",true,,,,,weak,below footnote rule without a printed note label
609,ocr/beck2020_fresh/images/beck-0609.png,160 1386 1444 1398,26,169 1571 1306 1611,"τράγος Tragos u IV, 51",true,,,,,weak,below footnote rule without a printed note label
610,ocr/beck2020_fresh/images/beck-0610.png,169 1333 1439 1339,21,166 1351 683 1386,Euphorbia chamaesyce L. (A. p. 61),true,,,,,weak,below footnote rule without a printed note label
610,ocr/beck2020_fresh/images/beck-0610.png,169 1333 1439 1339,22,165 1405 689 1441,Euphorbia cyparissias L. (A. p. 262),true,,,,,weak,below footnote rule without a printed note label
610,ocr/beck2020_fresh/images/beck-0610.png,169 1333 1439 1339,23,163 1445 687 1496,Euphorbia dendroides L. (A. p. 262),true,,,,,weak,below footnote rule without a printed note label
610,ocr/beck2020_fresh/images/beck-0610.png,169 1333 1439 1339,24,165 1514 693 1548,Euphorbia helioscopia L. (A. p. 118),true,,,,,weak,below footnote rule without a printed note label
611,ocr/beck2020_fresh/images/beck-0611.png,160 1333 1442 1341,22,169 1354 1325 1396,"χαμαισύκη Thyme spurge IV, 169",true,,,,,weak,below footnote rule without a printed note label
611,ocr/beck2020_fresh/images/beck-0611.png,160 1333 1442 1341,23,166 1409 1325 1451,"κυπαρισσίας Spurge IV, 164",true,,,,,weak,below footnote rule without a printed note label
611,ocr/beck2020_fresh/images/beck-0611.png,160 1333 1442 1341,24,171 1463 1326 1505,"δενδροειδής Spurge IV, 164",true,,,,,weak,below footnote rule without a printed note label
611,ocr/beck2020_fresh/images/beck-0611.png,160 1333 1442 1341,25,169 1517 1326 1559,"ἡλιοσκόπιος Sun spurge IV, 164",true,,,,,weak,below footnote rule without a printed note label
612,ocr/beck2020_fresh/images/beck-0612.png,246 1339 1368 1344,22,168 1357 854 1392,Ferula galbaniflua Boiss. and Buhse (A. p. 108),true,,,,,weak,below footnote rule without a printed note label
612,ocr/beck2020_fresh/images/beck-0612.png,246 1339 1368 1344,23,169 1411 635 1452,Ferula marmarica L. (A. p. 116),true,,,,,weak,below footnote rule without a printed note label
612,ocr/beck2020_fresh/images/beck-0612.png,246 1339 1368 1344,24,168 1465 600 1502,Ferula marmarica L. (A. p. 7),true,,,,,weak,below footnote rule without a printed note label
612,ocr/beck2020_fresh/images/beck-0612.png,246 1339 1368 1344,25,164 1521 1013 1559,|Ferula nodosa L. or ~Echinophora tenuifolia L. (A. p. 186)-,true,,,,,weak,below footnote rule without a printed note label
613,ocr/beck2020_fresh/images/beck-0613.png,158 1337 1442 1346,22,167 1358 1304 1404,"xo^ pàvn Galbanum III, 83",true,,,,,weak,below footnote rule without a printed note label
613,ocr/beck2020_fresh/images/beck-0613.png,158 1337 1442 1346,23,169 1414 1305 1452,"ἀμμωνιακόν Gum ammoniac ΠῚ, 84",true,,,,,weak,below footnote rule without a printed note label
613,ocr/beck2020_fresh/images/beck-0613.png,158 1337 1442 1346,24,169 1468 1317 1510,"ἀγασυλλίς Gum ammoniac I, 84",true,,,,,weak,below footnote rule without a printed note label
613,ocr/beck2020_fresh/images/beck-0613.png,158 1337 1442 1346,25,165 1523 1305 1567,"πόνακες Ἀσκληπί(ξυον Asculapius' allheal Ill, 49",true,,,,,weak,below footnote rule without a printed note label
614,ocr/beck2020_fresh/images/beck-0614.png,165 1344 1096 1346,22,175 1362 525 1402,Glaucium flavum Crantz,true,,,,,weak,below footnote rule without a printed note label
614,ocr/beck2020_fresh/images/beck-0614.png,165 1344 1096 1346,23,175 1418 685 1454,"Glaucium flavum, Crantz (A. p. 188)",true,,,,,weak,below footnote rule without a printed note label
614,ocr/beck2020_fresh/images/beck-0614.png,165 1344 1096 1346,24,170 1526 663 1564,|Glechoma hederacea L. (A. p. 59),true,,,,,weak,below footnote rule without a printed note label
615,ocr/beck2020_fresh/images/beck-0615.png,315 1340 1563 1344,22,291 1360 1427 1396,"μήκων ἀγρία Horned poppy IV, 65",true,,,,,weak,below footnote rule without a printed note label
615,ocr/beck2020_fresh/images/beck-0615.png,315 1340 1563 1344,23,291 1415 1427 1450,"μήκων παράλιος Homed poppy IV, 65",true,,,,,weak,below footnote rule without a printed note label
615,ocr/beck2020_fresh/images/beck-0615.png,315 1340 1563 1344,24,288 1469 1560 1508,"μῆκων κερατῖτις: ... |Horned poppy .. |IV,65 |",true,,,,,weak,below footnote rule without a printed note label
615,ocr/beck2020_fresh/images/beck-0615.png,315 1340 1563 1344,25,289 1523 1537 1566,"χαμαίκισσος 7 Ground ivy |. ]V,123",true,,,,,weak,below footnote rule without a printed note label
616,ocr/beck2020_fresh/images/beck-0616.png,248 1335 1449 1339,21,164 1353 631 1391,Hypericum crispum L. (A. p. 60),true,,,,,weak,below footnote rule without a printed note label
616,ocr/beck2020_fresh/images/beck-0616.png,248 1335 1449 1339,22,165 1408 656 1441,Hypericum crispum L. (A. p. 128),true,,,,,weak,below footnote rule without a printed note label
616,ocr/beck2020_fresh/images/beck-0616.png,248 1335 1449 1339,23,166 1462 632 1495,Hypericum crispum L. (A. p. 17),true,,,,,weak,below footnote rule without a printed note label
617,ocr/beck2020_fresh/images/beck-0617.png,174 1334 1422 1339,22,183 1354 1340 1395,"χαμαίπιτυς St. John's wort III, 154",true,,,,,weak,below footnote rule without a printed note label
617,ocr/beck2020_fresh/images/beck-0617.png,174 1334 1422 1339,23,182 1407 1339 1449,"ὑπερικόν St. John's wort HI, 154",true,,,,,weak,below footnote rule without a printed note label
617,ocr/beck2020_fresh/images/beck-0617.png,174 1334 1422 1339,24,183 1461 1340 1503,ἀνδρόσαιμον St. John's wort III 154,true,,,,,weak,below footnote rule without a printed note label
617,ocr/beck2020_fresh/images/beck-0617.png,174 1334 1422 1339,25,183 1518 1340 1562,"Kópiov | .. |St. John's wort. III, 154",true,,,,,weak,below footnote rule without a printed note label
618,ocr/beck2020_fresh/images/beck-0618.png,159 1333 1421 1338,22,167 1352 570 1385,satis agrestis L. (A. p. 133),true,,,,,weak,below footnote rule without a printed note label
618,ocr/beck2020_fresh/images/beck-0618.png,159 1333 1421 1338,23,168 1407 580 1441,Isatis tinctoria L. (A. p. 133),true,,,,,weak,below footnote rule without a printed note label
618,ocr/beck2020_fresh/images/beck-0618.png,159 1333 1421 1338,24,167 1460 549 1493,Juglans regia L. (A. p. 52),true,,,,,weak,below footnote rule without a printed note label
618,ocr/beck2020_fresh/images/beck-0618.png,159 1333 1421 1338,25,167 1514 550 1548,Juglans regia L. (A. p. 52),true,,,,,weak,below footnote rule without a printed note label
619,ocr/beck2020_fresh/images/beck-0619.png,158 1333 1443 1339,22,168 1355 1310 1390,ἰσὰτις ἀγρία Wild woad. IL 185,true,,,,,weak,below footnote rule without a printed note label
619,ocr/beck2020_fresh/images/beck-0619.png,158 1333 1443 1339,23,168 1407 1312 1449,ἰσάτις Woad IL 184,true,,,,,weak,below footnote rule without a printed note label
619,ocr/beck2020_fresh/images/beck-0619.png,158 1333 1443 1339,24,168 1461 1299 1502,"κάρυον βασιλικόν Walnut ᾿ I, 125",true,,,,,weak,below footnote rule without a printed note label
619,ocr/beck2020_fresh/images/beck-0619.png,158 1333 1443 1339,25,168 1516 1299 1556,"κάρυον Περσικόν Walnut 1, 125",true,,,,,weak,below footnote rule without a printed note label
620,ocr/beck2020_fresh/images/beck-0620.png,150 1336 1427 1338,22,159 1354 602 1387,Lilium martagon L. (A. p. 119),true,,,,,weak,below footnote rule without a printed note label
620,ocr/beck2020_fresh/images/beck-0620.png,150 1336 1427 1338,23,160 1409 602 1442,Lilium martagon L. (A. p. 119),true,,,,,weak,below footnote rule without a printed note label
620,ocr/beck2020_fresh/images/beck-0620.png,150 1336 1427 1338,24,161 1463 609 1496,Linaria spuria Miller (A. p. 93),true,,,,,weak,below footnote rule without a printed note label
620,ocr/beck2020_fresh/images/beck-0620.png,150 1336 1427 1338,25,160 1518 543 1554,Linum usitatissimum (LSJ),true,,,,,weak,below footnote rule without a printed note label
621,ocr/beck2020_fresh/images/beck-0621.png,156 1335 1441 1337,22,164 1352 1321 1392,"ἡμεροκαλλές Martagon lily ILL, 122",true,,,,,weak,below footnote rule without a printed note label
621,ocr/beck2020_fresh/images/beck-0621.png,156 1335 1441 1337,23,164 1406 1322 1447,ἡμεροκατάλλακτον Martagon lily TIL 122,true,,,,,weak,below footnote rule without a printed note label
621,ocr/beck2020_fresh/images/beck-0621.png,156 1335 1441 1337,24,166 1460 1418 1501,"ἐλατίνη Cankerwort IV, 40 u",true,,,,,weak,below footnote rule without a printed note label
622,ocr/beck2020_fresh/images/beck-0622.png,172 1385 1094 1388,23,172 1403 411 1436,Malum sp. (LSJ),true,,,,,weak,below footnote rule without a printed note label
622,ocr/beck2020_fresh/images/beck-0622.png,172 1385 1094 1388,24,172 1445 703 1491,"Malum medica Risso (A. pp. 68, 153)",true,,,,,weak,below footnote rule without a printed note label
622,ocr/beck2020_fresh/images/beck-0622.png,172 1385 1094 1388,25,171 1511 486 1544,Matlva silvestris (LSJ),true,,,,,weak,below footnote rule without a printed note label
622,ocr/beck2020_fresh/images/beck-0622.png,172 1385 1094 1388,26,172 1566 815 1600,Mandragora autumnalis Sprengel (A. p. 259),true,,,,,weak,below footnote rule without a printed note label
623,ocr/beck2020_fresh/images/beck-0623.png,164 1335 1446 1339,22,170 1353 1327 1391,"ἀλκαία Vervain mallow III, 147",true,,,,,weak,below footnote rule without a printed note label
623,ocr/beck2020_fresh/images/beck-0623.png,164 1335 1446 1339,23,174 1407 1303 1450,ὀρβικλᾶτα Rose apple L 115,true,,,,,weak,below footnote rule without a printed note label
623,ocr/beck2020_fresh/images/beck-0623.png,164 1335 1446 1339,24,174 1461 1303 1502,κεδρόμηλα Citrons — IL 115,true,,,,,weak,below footnote rule without a printed note label
623,ocr/beck2020_fresh/images/beck-0623.png,164 1335 1446 1339,25,175 1516 1315 1556,"μολόχη Mallow Ii, 118",true,,,,,weak,below footnote rule without a printed note label
624,ocr/beck2020_fresh/images/beck-0624.png,471 1341 1216 1342,23,174 1358 668 1395,Mespilus germanica L. (A. p. 160),false,,,,,weak,below footnote rule without a printed note label
624,ocr/beck2020_fresh/images/beck-0624.png,471 1341 1216 1342,24,175 1413 668 1447,Mespilus germanica L. (A. p. 237),false,,,,,weak,below footnote rule without a printed note label
625,ocr/beck2020_fresh/images/beck-0625.png,174 1339 1458 1343,22,179 1357 1314 1402,"μέσπιλον] ᾿ Medlar tree ""; L 118",true,,,,,weak,below footnote rule without a printed note label
625,ocr/beck2020_fresh/images/beck-0625.png,174 1339 1458 1343,23,180 1411 1314 1454,σητάνιον Medlar I 118,true,,,,,weak,below footnote rule without a printed note label
625,ocr/beck2020_fresh/images/beck-0625.png,174 1339 1458 1343,24,183 1465 1453 1506,"ἐπιμηλίς. Ε Medlar I, 118 u",true,,,,,weak,below footnote rule without a printed note label
625,ocr/beck2020_fresh/images/beck-0625.png,174 1339 1458 1343,25,176 1520 1337 1565,"ἠράνθεμον ᾿ _ Camomile ΠῚ, 137",true,,,,,weak,below footnote rule without a printed note label
626,ocr/beck2020_fresh/images/beck-0626.png,258 1340 1367 1343,22,170 1359 639 1399,Nymphaea alba L. (A.p. 174) —,true,,,,,weak,below footnote rule without a printed note label
626,ocr/beck2020_fresh/images/beck-0626.png,258 1340 1367 1343,23,173 1414 693 1448,Ocimum basilicum L. sp. (A. p. 175),true,,,,,weak,below footnote rule without a printed note label
626,ocr/beck2020_fresh/images/beck-0626.png,258 1340 1367 1343,24,173 1468 942 1506,"Ocinum pilosum Willd, ~ Thymus acinos L. ~ (A. p. 4)",true,,,,,weak,below footnote rule without a printed note label
626,ocr/beck2020_fresh/images/beck-0626.png,258 1340 1367 1343,25,169 1523 934 1562,"|Ocinum pilosum Willd, ~ Thymus acinos L. ~(A. p. 4)",true,,,,,weak,below footnote rule without a printed note label
627,ocr/beck2020_fresh/images/beck-0627.png,324 1337 1565 1341,22,285 1356 1446 1397,"νυμφαία White water lily I, 132",true,,,,,weak,below footnote rule without a printed note label
627,ocr/beck2020_fresh/images/beck-0627.png,324 1337 1565 1341,23,292 1409 1432 1451,"ὦκιμον Basil Il, 141",true,,,,,weak,below footnote rule without a printed note label
627,ocr/beck2020_fresh/images/beck-0627.png,324 1337 1565 1341,24,283 1464 1427 1509,"ἰἄκινος ᾿ Wild basil Ul, 43 7",true,,,,,weak,below footnote rule without a printed note label
627,ocr/beck2020_fresh/images/beck-0627.png,324 1337 1565 1341,25,292 1520 1454 1559,"ἄκονος. ᾿ Wild basil τ MT, 43.",true,,,,,weak,below footnote rule without a printed note label
628,ocr/beck2020_fresh/images/beck-0628.png,176 1333 1318 1338,22,169 1351 706 1385,Orobanche crenata Forsk. (A. p. 260),true,,,,,weak,below footnote rule without a printed note label
628,ocr/beck2020_fresh/images/beck-0628.png,176 1333 1318 1338,23,169 1406 689 1441,Orobanche crenata Forsk. (A. p. 84),true,,,,,weak,below footnote rule without a printed note label
628,ocr/beck2020_fresh/images/beck-0628.png,176 1333 1318 1338,24,170 1446 788 1494,Orobanche crenata Forsk. (A. pp. 181-182),true,,,,,weak,below footnote rule without a printed note label
628,ocr/beck2020_fresh/images/beck-0628.png,176 1333 1318 1338,25,170 1514 438 1547,Oryza sativa (LSJ),true,,,,,weak,below footnote rule without a printed note label
629,ocr/beck2020_fresh/images/beck-0629.png,156 1384 1440 1393,23,161 1404 1309 1448,"κυνομόριον Chokefitch II, 142",true,,,,,weak,below footnote rule without a printed note label
629,ocr/beck2020_fresh/images/beck-0629.png,156 1384 1440 1393,24,163 1458 1309 1502,"ὀροβάγχη —— Chokefitch IL, 142",true,,,,,weak,below footnote rule without a printed note label
629,ocr/beck2020_fresh/images/beck-0629.png,156 1384 1440 1393,25,166 1513 1290 1554,"ὄρυζα Rice Il, 95",true,,,,,weak,below footnote rule without a printed note label
629,ocr/beck2020_fresh/images/beck-0629.png,156 1384 1440 1393,26,166 1568 1323 1610,"ὄσιρις Poet's cassia IV, 140",true,,,,,weak,below footnote rule without a printed note label
630,ocr/beck2020_fresh/images/beck-0630.png,198 1386 1429 1392,23,173 1404 474 1438,Peganum harmala L.,true,,,,,weak,below footnote rule without a printed note label
630,ocr/beck2020_fresh/images/beck-0630.png,198 1386 1429 1392,24,173 1458 474 1490,Peganum harmala L.,true,,,,,weak,below footnote rule without a printed note label
630,ocr/beck2020_fresh/images/beck-0630.png,198 1386 1429 1392,25,168 1513 637 1549,|Peganum harmala L. (A. p. 163),true,,,,,weak,below footnote rule without a printed note label
630,ocr/beck2020_fresh/images/beck-0630.png,198 1386 1429 1392,26,168 1567 637 1603,|Peganum harmala L. (A. p. 163),true,,,,,weak,below footnote rule without a printed note label
631,ocr/beck2020_fresh/images/beck-0631.png,156 1382 1440 1392,23,166 1404 1303 1447,"ἁρμαλά Wild rue III, 46",true,,,,,weak,below footnote rule without a printed note label
631,ocr/beck2020_fresh/images/beck-0631.png,156 1382 1440 1392,24,167 1458 1303 1497,"βήσσασα Wild rue Ill, 46",true,,,,,weak,below footnote rule without a printed note label
631,ocr/beck2020_fresh/images/beck-0631.png,156 1382 1440 1392,25,167 1513 1303 1552,"μῶλυ Wild rue Iti, 46",true,,,,,weak,below footnote rule without a printed note label
631,ocr/beck2020_fresh/images/beck-0631.png,156 1382 1440 1392,26,166 1567 1433 1606,"πήγανον ἄγριον Wild rue III, 46 H",true,,,,,weak,below footnote rule without a printed note label
632,ocr/beck2020_fresh/images/beck-0632.png,202 1336 1453 1341,22,169 1354 727 1388,Plantago psyllium L. and P. cynops L.,true,,,,,weak,below footnote rule without a printed note label
632,ocr/beck2020_fresh/images/beck-0632.png,202 1336 1453 1341,23,170 1393 891 1444,Plantago psyllium | L. and P. cynops L. (A. p. 210),true,,,,,weak,below footnote rule without a printed note label
632,ocr/beck2020_fresh/images/beck-0632.png,202 1336 1453 1341,24,169 1517 874 1552,Plantago psyllium L. and P. cynops L. (A. p. 84),true,,,,,weak,below footnote rule without a printed note label
633,ocr/beck2020_fresh/images/beck-0633.png,163 1385 1382 1395,23,172 1407 1310 1450,"ψύλλιον Fleawort IV, 69",true,,,,,weak,below footnote rule without a printed note label
